gene1	gene2	connection_type	values
FUCA2	PDK4	common_go_term	GO:0005996(IDA—IMP); GO:0019318(IDA—IMP)
FUCA2	STAB1	common_go_term	GO:0009617(IMP—IDA)
FUCA2	ADA2	common_go_term	GO:1901658(IDA—IDA)
FUCA2	LGALS1	common_go_term	GO:0052372(IMP—IDA)
FUCA2	LILRB1	common_go_term	GO:0009617(IMP—IEP)
FUCA2	AHR	common_go_term	GO:0009617(IMP—IDA)
FUCA2	SASH1	common_go_term	GO:0009617(IMP—IMP)
FUCA2	LY86	common_go_term	GO:0009617(IMP—IGI)
FUCA2	IRF5	common_go_term	GO:0009617(IMP—IDA)
FUCA2	CD36	common_go_term	GO:0009617(IMP—IDA)
FUCA2	ITGAV	common_go_term	GO:0035635(IMP—IDA); GO:0052372(IMP—IDA); GO:2000535(IMP—IDA)
FUCA2	GALM	common_go_term	GO:0005996(IDA—IDA); GO:0019318(IDA—IDA)
FUCA2	SIGLEC16	common_go_term	GO:0009617(IMP—IDA)
FUCA2	FBP1	common_go_term	GO:0005996(IDA—IMP); GO:0019318(IDA—IMP)
FUCA2	LGALS9	common_go_term	GO:0009617(IMP—IMP); GO:0052372(IMP—IDA)
FUCA2	RNASE2	common_go_term	GO:0009617(IMP—IMP)
FUCA2	RNASE6	common_go_term	GO:0009617(IMP—IDA)
FUCA2	ZNF692	common_go_term	GO:0005996(IDA—IMP); GO:0019318(IDA—IMP)
FUCA2	FUCA1	common_go_term	GO:0005996(IDA—IDA); GO:0006004(IDA—IDA); GO:0016137(IDA—IDA); GO:0016139(IDA—IDA); GO:0019318(IDA—IDA); GO:1901658(IDA—IDA)
FUCA2	MPEG1	common_go_term	GO:0009617(IMP—IDA); GO:0009617(IMP—IMP)
FUCA2	ANG	common_go_term	GO:0009617(IMP—IMP)
FUCA2	LILRB1	common_go_term	GO:0009617(IMP—IEP)
FUCA2	LILRB1	common_go_term	GO:0009617(IMP—IEP)
FUCA2	LILRB1	common_go_term	GO:0009617(IMP—IEP)
FUCA2	LILRB1	common_go_term	GO:0009617(IMP—IEP)
GCLC	PDK4	common_go_term	GO:0009889(IDA—IMP); GO:0019219(IDA—IMP); GO:0019752(IDA—IMP); GO:0034654(IDA—IMP); GO:0042981(IDA—IMP); GO:0043066(IDA—IMP); GO:0043069(IDA—IMP); GO:0043436(IDA—IMP); GO:0080090(IDA—IMP)
GCLC	ERCC1	common_go_term	GO:0009892(IDA—IMP); GO:0010605(IDA—IMP); GO:0019219(IDA—IMP); GO:0045934(IDA—IMP); GO:0060255(IDA—IMP); GO:0080090(IDA—IMP); GO:0090304(IDA—IDA); GO:0009892(IDA—IMP)
GCLC	RNF14	common_go_term	GO:0006351(IDA—IDA); GO:0006355(IDA—IDA); GO:0009889(IDA—IDA); GO:0010467(IDA—IDA); GO:0010468(IDA—IDA); GO:0010556(IDA—IDA); GO:0016070(IDA—IDA); GO:0019219(IDA—IDA); GO:0032774(IDA—IDA); GO:0034654(IDA—IDA); GO:0051252(IDA—IDA); GO:0060255(IDA—IDA); GO:0080090(IDA—IDA); GO:0090304(IDA—IDA); GO:0141187(IDA—IDA); GO:2001141(IDA—IDA)
GCLC	FNIP2	common_go_term	GO:0006351(IDA—IDA); GO:0006355(IDA—IDA); GO:0009889(IDA—IDA); GO:0009890(IDA—IDA); GO:0009892(IDA—IDA); GO:0010467(IDA—IDA); GO:0010468(IDA—IDA); GO:0010556(IDA—IDA); GO:0010558(IDA—IDA); GO:0010605(IDA—IDA); GO:0016070(IDA—IDA); GO:0019219(IDA—IDA); GO:0032774(IDA—IDA); GO:0034654(IDA—IDA); GO:0045892(IDA—IDA); GO:0045934(IDA—IDA); GO:0051252(IDA—IDA); GO:0051253(IDA—IDA); GO:0060255(IDA—IDA); GO:0080090(IDA—IDA); GO:0090304(IDA—IDA); GO:0141187(IDA—IDA); GO:1902679(IDA—IDA); GO:2001141(IDA—IDA)
GCLC	OPN3	common_go_term	GO:0009889(IDA—IMP); GO:0009890(IDA—IMP); GO:0009892(IDA—IMP); GO:0042981(IDA—IMP); GO:0043066(IDA—IMP); GO:0043069(IDA—IMP)
GCLC	HIPK2	common_go_term	GO:0006351(IDA—IDA); GO:0006355(IDA—IMP); GO:0009889(IDA—IDA); GO:0009890(IDA—IMP); GO:0009892(IDA—IDA); GO:0010467(IDA—IMP); GO:0010468(IDA—IDA); GO:0010556(IDA—IDA); GO:0010558(IDA—IMP); GO:0010605(IDA—IDA); GO:0016070(IDA—IMP); GO:0019219(IDA—IDA); GO:0032774(IDA—IMP); GO:0034654(IDA—IDA); GO:0045892(IDA—IMP); GO:0045934(IDA—IDA); GO:0051252(IDA—IDA); GO:0051253(IDA—IMP); GO:0060255(IDA—IDA); GO:0080090(IDA—IMP); GO:0090304(IDA—IDA); GO:0141187(IDA—IMP); GO:1902679(IDA—IDA); GO:2001141(IDA—IMP); GO:0006351(IDA—IDA); GO:0006355(IDA—IMP); GO:0009889(IDA—IDA); GO:0009890(IDA—IDA); GO:0009892(IDA—IDA); GO:0010467(IDA—IMP); GO:0010468(IDA—IDA); GO:0010556(IDA—IDA); GO:0010558(IDA—IMP); GO:0010605(IDA—IDA); GO:0016070(IDA—IMP); GO:0019219(IDA—IDA); GO:0032774(IDA—IMP); GO:0034654(IDA—IDA); GO:0045892(IDA—IMP); GO:0045934(IDA—IDA); GO:0051252(IDA—IDA); GO:0051253(IDA—IMP)
GCLC	NFKB2	common_go_term	GO:0006351(IDA—IDA); GO:0006355(IDA—IDA); GO:0009889(IDA—IDA); GO:0010467(IDA—IDA); GO:0010468(IDA—IDA); GO:0010556(IDA—IDA); GO:0016070(IDA—IDA); GO:0019219(IDA—IDA); GO:0032774(IDA—IDA); GO:0034654(IDA—IDA); GO:0051252(IDA—IDA); GO:0060255(IDA—IDA); GO:0080090(IDA—IDA); GO:0090304(IDA—IDA); GO:0141187(IDA—IDA); GO:2001141(IDA—IDA)
GCLC	TNRC6C	common_go_term	GO:0009889(IDA—IDA); GO:0009890(IDA—IGI); GO:0009892(IDA—IDA); GO:0010467(IDA—IGI); GO:0010468(IDA—IDA); GO:0010556(IDA—IGI); GO:0010558(IDA—IDA); GO:0010605(IDA—IGI); GO:0016070(IDA—IDA); GO:0019219(IDA—IGI); GO:0051252(IDA—IDA); GO:0060255(IDA—IGI); GO:0080090(IDA—IDA); GO:0090304(IDA—IGI); GO:0009889(IDA—IDA); GO:0009890(IDA—IGI); GO:0009892(IDA—IDA); GO:0010467(IDA—IDA); GO:0010468(IDA—IDA); GO:0010556(IDA—IDA); GO:0010558(IDA—IGI); GO:0010605(IDA—IDA); GO:0016070(IDA—IDA)
GCLC	WNT11	common_go_term	GO:0006351(IDA—IMP); GO:0006355(IDA—IMP); GO:0009889(IDA—IMP); GO:0010467(IDA—IMP); GO:0010468(IDA—IMP); GO:0010556(IDA—IMP); GO:0016070(IDA—IMP); GO:0019219(IDA—IMP); GO:0032774(IDA—IMP); GO:0034654(IDA—IMP); GO:0051252(IDA—IMP); GO:0060255(IDA—IMP); GO:0080090(IDA—IMP); GO:0090304(IDA—IMP); GO:0141187(IDA—IMP); GO:2001141(IDA—IMP)
GCLC	P2RX7	common_go_term	GO:0009889(IDA—IDA); GO:0010467(IDA—IMP); GO:0010468(IDA—IDA); GO:0010556(IDA—IMP); GO:0019219(IDA—IDA); GO:0019752(IDA—IMP); GO:0043436(IDA—IDA); GO:0060255(IDA—IMP); GO:0080090(IDA—IMP); GO:0009889(IDA—IMP); GO:0010467(IDA—IMP); GO:0010468(IDA—IDA); GO:0010556(IDA—IMP); GO:0019219(IDA—IMP)
GCLC	OSM	common_go_term	GO:0006351(IDA—IDA); GO:0006355(IDA—IDA); GO:0009889(IDA—IDA); GO:0010467(IDA—IDA); GO:0010468(IDA—IDA); GO:0010556(IDA—IDA); GO:0016070(IDA—IDA); GO:0019219(IDA—IDA); GO:0032774(IDA—IDA); GO:0034654(IDA—IDA); GO:0051252(IDA—IDA); GO:0060255(IDA—IDA); GO:0080090(IDA—IDA); GO:0090304(IDA—IDA); GO:0141187(IDA—IDA); GO:2001141(IDA—IDA)
GCLC	LGALS1	common_go_term	GO:0042981(IDA—IDA)
GCLC	HMOX1	common_go_term	GO:0042981(IDA—IMP); GO:0043066(IDA—IMP); GO:0043069(IDA—IMP)
GCLC	PPP2CB	common_go_term	GO:0009889(IDA—IGI); GO:0009890(IDA—IMP); GO:0009892(IDA—IGI); GO:0010467(IDA—IMP); GO:0010468(IDA—IGI); GO:0010556(IDA—IMP); GO:0010558(IDA—IGI); GO:0010605(IDA—IMP); GO:0060255(IDA—IGI); GO:0009889(IDA—IMP); GO:0009890(IDA—IGI); GO:0009892(IDA—IMP); GO:0010467(IDA—IGI); GO:0010468(IDA—IMP); GO:0010556(IDA—IGI); GO:0010558(IDA—IMP); GO:0010605(IDA—IGI); GO:0060255(IDA—IMP)
GCLC	LILRB1	common_go_term	GO:0009889(IDA—IDA); GO:0009890(IDA—IDA); GO:0009892(IDA—IDA); GO:0010467(IDA—IDA); GO:0010468(IDA—IDA); GO:0010556(IDA—IDA); GO:0010558(IDA—IDA); GO:0010605(IDA—IDA); GO:0042981(IDA—IDA); GO:0043066(IDA—IDA); GO:0043069(IDA—IDA); GO:0060255(IDA—IDA)
GCLC	CD33	common_go_term	GO:0009889(IDA—IMP); GO:0009890(IDA—IMP); GO:0009892(IDA—IMP); GO:0010467(IDA—IMP); GO:0010468(IDA—IMP); GO:0010556(IDA—IMP); GO:0010558(IDA—IMP); GO:0010605(IDA—IMP); GO:0060255(IDA—IMP)
GCLC	SP4	common_go_term	GO:0006351(IDA—IDA); GO:0006355(IDA—IDA); GO:0009889(IDA—IDA); GO:0010467(IDA—IDA); GO:0010468(IDA—IDA); GO:0010556(IDA—IDA); GO:0016070(IDA—IDA); GO:0019219(IDA—IDA); GO:0032774(IDA—IDA); GO:0034654(IDA—IDA); GO:0051252(IDA—IDA); GO:0060255(IDA—IDA); GO:0080090(IDA—IDA); GO:0090304(IDA—IDA); GO:0141187(IDA—IDA); GO:2001141(IDA—IDA)
GCLC	TFEC	common_go_term	GO:0006351(IDA—IDA); GO:0006355(IDA—IDA); GO:0009889(IDA—IDA); GO:0009890(IDA—IDA); GO:0009892(IDA—IDA); GO:0010467(IDA—IDA); GO:0010468(IDA—IDA); GO:0010556(IDA—IDA); GO:0010558(IDA—IDA); GO:0010605(IDA—IDA); GO:0016070(IDA—IDA); GO:0019219(IDA—IDA); GO:0032774(IDA—IDA); GO:0034654(IDA—IDA); GO:0045892(IDA—IDA); GO:0045934(IDA—IDA); GO:0051252(IDA—IDA); GO:0051253(IDA—IDA); GO:0060255(IDA—IDA); GO:0080090(IDA—IDA); GO:0090304(IDA—IDA); GO:0141187(IDA—IDA); GO:1902679(IDA—IDA); GO:2001141(IDA—IDA)
GCLC	AHR	common_go_term	GO:0006351(IDA—IDA); GO:0006355(IDA—IDA); GO:0009889(IDA—IDA); GO:0010467(IDA—IDA); GO:0010468(IDA—IDA); GO:0010556(IDA—IDA); GO:0016070(IDA—IDA); GO:0019219(IDA—IDA); GO:0032774(IDA—IDA); GO:0034654(IDA—IDA); GO:0051252(IDA—IDA); GO:0060255(IDA—IDA); GO:0080090(IDA—IDA); GO:0090304(IDA—IDA); GO:0141187(IDA—IDA); GO:2001141(IDA—IDA)
GCLC	SUFU	common_go_term	GO:0006351(IDA—IDA); GO:0006355(IDA—IDA); GO:0009889(IDA—IDA); GO:0009890(IDA—IDA); GO:0009892(IDA—IDA); GO:0010467(IDA—IDA); GO:0010468(IDA—IDA); GO:0010556(IDA—IDA); GO:0010558(IDA—IDA); GO:0010605(IDA—IDA); GO:0016070(IDA—IDA); GO:0019219(IDA—IDA); GO:0032774(IDA—IDA); GO:0034654(IDA—IDA); GO:0045892(IDA—IDA); GO:0045934(IDA—IDA); GO:0051252(IDA—IDA); GO:0051253(IDA—IDA); GO:0060255(IDA—IDA); GO:0080090(IDA—IDA); GO:0090304(IDA—IDA); GO:0141187(IDA—IDA); GO:1902679(IDA—IDA); GO:2001141(IDA—IDA)
GCLC	FAM20A	common_go_term	GO:0060255(IDA—IDA); GO:0080090(IDA—IDA)
GCLC	GCNT2	common_go_term	GO:0009889(IDA—IMP); GO:0010467(IDA—IMP); GO:0010468(IDA—IMP); GO:0010556(IDA—IMP); GO:0060255(IDA—IMP)
GCLC	SASH1	common_go_term	GO:0060255(IDA—IDA); GO:0080090(IDA—IMP); GO:0060255(IDA—IDA); GO:0080090(IDA—IMP)
GCLC	PHF1	common_go_term	GO:0006351(IDA—IDA); GO:0006355(IDA—IDA); GO:0009889(IDA—IDA); GO:0009890(IDA—IMP); GO:0009892(IDA—IMP); GO:0010467(IDA—IMP); GO:0010468(IDA—IDA); GO:0010556(IDA—IMP); GO:0010558(IDA—IDA); GO:0010605(IDA—IMP); GO:0016070(IDA—IDA); GO:0019219(IDA—IMP); GO:0032774(IDA—IMP); GO:0034654(IDA—IMP); GO:0051252(IDA—IDA); GO:0060255(IDA—IDA); GO:0080090(IDA—IDA); GO:0090304(IDA—IDA); GO:0141187(IDA—IDA); GO:2001141(IDA—IDA); GO:0006351(IDA—IMP); GO:0006355(IDA—IDA); GO:0009889(IDA—IDA); GO:0009890(IDA—IDA); GO:0009892(IDA—IDA)
GCLC	NUDT12	common_go_term	GO:0016070(IDA—IDA); GO:0090304(IDA—IDA)
GCLC	GNPDA1	common_go_term	GO:0009889(IDA—IDA); GO:0010467(IDA—IDA); GO:0010468(IDA—IDA); GO:0010556(IDA—IDA); GO:0034654(IDA—IMP); GO:0060255(IDA—IDA)
GCLC	CCDC88A	common_go_term	GO:0060255(IDA—IDA); GO:0080090(IDA—IDA)
GCLC	PLA2G4A	common_go_term	GO:0019752(IDA—IDA); GO:0043436(IDA—IMP); GO:0019752(IDA—IDA); GO:0043436(IDA—IMP)
GCLC	DNMT3A	common_go_term	GO:0006351(IDA—IDA); GO:0006355(IDA—IMP); GO:0009889(IDA—IDA); GO:0009890(IDA—IMP); GO:0009892(IDA—IDA); GO:0010467(IDA—IGI); GO:0010468(IDA—IMP); GO:0010556(IDA—IDA); GO:0010558(IDA—IGI); GO:0010605(IDA—IMP); GO:0016070(IDA—IDA); GO:0019219(IDA—IGI); GO:0032774(IDA—IMP); GO:0034654(IDA—IDA); GO:0045892(IDA—IGI); GO:0045934(IDA—IMP); GO:0051252(IDA—IDA); GO:0051253(IDA—IGI); GO:0060255(IDA—IMP); GO:0080090(IDA—IDA); GO:0090304(IDA—IGI); GO:0141187(IDA—IMP); GO:1902679(IDA—IDA); GO:2001141(IDA—IGI); GO:0006351(IDA—IMP); GO:0006355(IDA—IDA); GO:0009889(IDA—IGI); GO:0009890(IDA—IMP); GO:0009892(IDA—IDA); GO:0010467(IDA—IMP); GO:0010468(IDA—IDA); GO:0010556(IDA—IMP); GO:0010558(IDA—IDA); GO:0010605(IDA—IMP); GO:0016070(IDA—IDA); GO:0019219(IDA—IMP); GO:0032774(IDA—IDA); GO:0034654(IDA—IMP); GO:0045892(IDA—IDA); GO:0045934(IDA—IMP); GO:0051252(IDA—IDA); GO:0051253(IDA—IMP); GO:0060255(IDA—IDA); GO:0080090(IDA—IMP); GO:0090304(IDA—IDA); GO:0141187(IDA—IGI); GO:1902679(IDA—IMP); GO:2001141(IDA—IDA); GO:0006351(IDA—IMP); GO:0006355(IDA—IDA); GO:0009889(IDA—IMP); GO:0009890(IDA—IDA); GO:0009892(IDA—IMP); GO:0010467(IDA—IDA); GO:0010468(IDA—IMP); GO:0010556(IDA—IDA); GO:0010558(IDA—IMP)
GCLC	LY9	common_go_term	GO:0009889(IDA—IDA); GO:0010467(IDA—IDA); GO:0010468(IDA—IDA); GO:0010556(IDA—IDA); GO:0060255(IDA—IDA)
GCLC	LRP1	common_go_term	GO:0060255(IDA—IMP); GO:0080090(IDA—IMP)
GCLC	HELB	common_go_term	GO:0009892(IDA—IMP); GO:0010605(IDA—IMP); GO:0016070(IDA—IDA); GO:0019219(IDA—IMP); GO:0032774(IDA—IDA); GO:0034654(IDA—IDA); GO:0045934(IDA—IMP); GO:0060255(IDA—IMP); GO:0080090(IDA—IMP); GO:0090304(IDA—IDA); GO:0141187(IDA—IMP); GO:0009892(IDA—IDA)
GCLC	IRF5	common_go_term	GO:0006351(IDA—IDA); GO:0006355(IDA—IDA); GO:0009889(IDA—IDA); GO:0010467(IDA—IDA); GO:0010468(IDA—IDA); GO:0010556(IDA—IDA); GO:0016070(IDA—IDA); GO:0019219(IDA—IDA); GO:0032774(IDA—IDA); GO:0034654(IDA—IDA); GO:0042981(IDA—IMP); GO:0051252(IDA—IDA); GO:0060255(IDA—IDA); GO:0080090(IDA—IDA); GO:0090304(IDA—IDA); GO:0141187(IDA—IDA); GO:2001141(IDA—IDA)
GCLC	CBFA2T3	common_go_term	GO:0006351(IDA—IDA); GO:0006355(IDA—IMP); GO:0009889(IDA—IDA); GO:0009890(IDA—IMP); GO:0009892(IDA—IDA); GO:0010467(IDA—IMP); GO:0010468(IDA—IDA); GO:0010556(IDA—IMP); GO:0010558(IDA—IDA); GO:0010605(IDA—IMP); GO:0016070(IDA—IDA); GO:0019219(IDA—IMP); GO:0019752(IDA—IDA); GO:0032774(IDA—IMP); GO:0034654(IDA—IDA); GO:0043436(IDA—IMP); GO:0045892(IDA—IDA); GO:0045934(IDA—IMP); GO:0051252(IDA—IDA); GO:0051253(IDA—IMP); GO:0060255(IDA—IDA); GO:0080090(IDA—IMP); GO:0090304(IDA—IDA); GO:0141187(IDA—IMP); GO:1902679(IDA—IDA); GO:2001141(IDA—IDA); GO:0006351(IDA—IMP); GO:0006355(IDA—IDA); GO:0009889(IDA—IMP); GO:0009890(IDA—IDA); GO:0009892(IDA—IDA); GO:0010467(IDA—IMP); GO:0010468(IDA—IDA); GO:0010556(IDA—IMP); GO:0010558(IDA—IDA); GO:0010605(IDA—IMP); GO:0016070(IDA—IDA); GO:0019219(IDA—IMP); GO:0019752(IDA—IDA); GO:0032774(IDA—IMP); GO:0034654(IDA—IDA); GO:0043436(IDA—IMP); GO:0045892(IDA—IDA); GO:0045934(IDA—IMP); GO:0051252(IDA—IDA); GO:0051253(IDA—IMP); GO:0060255(IDA—IDA); GO:0080090(IDA—IMP); GO:0090304(IDA—IDA); GO:0141187(IDA—IMP)
GCLC	TRPM4	common_go_term	GO:0009889(IDA—IDA); GO:0010467(IDA—IDA); GO:0010468(IDA—IDA); GO:0010556(IDA—IDA); GO:0060255(IDA—IDA)
GCLC	PRR7	common_go_term	GO:0006351(IDA—IMP); GO:0006355(IDA—IMP); GO:0009889(IDA—IMP); GO:0010467(IDA—IMP); GO:0010468(IDA—IMP); GO:0010556(IDA—IMP); GO:0016070(IDA—IMP); GO:0019219(IDA—IMP); GO:0032774(IDA—IMP); GO:0034654(IDA—IMP); GO:0042981(IDA—IMP); GO:0051252(IDA—IMP); GO:0060255(IDA—IMP); GO:0080090(IDA—IMP); GO:0090304(IDA—IMP); GO:0141187(IDA—IMP); GO:2001141(IDA—IMP)
GCLC	PPARG	common_go_term	GO:0006351(IDA—IDA); GO:0006355(IDA—IMP); GO:0009889(IDA—IDA); GO:0009890(IDA—IMP); GO:0009892(IDA—IDA); GO:0010467(IDA—IGI); GO:0010468(IDA—IMP); GO:0010556(IDA—IDA); GO:0010558(IDA—IGI); GO:0010605(IDA—IMP); GO:0016070(IDA—IDA); GO:0019219(IDA—IGI); GO:0032774(IDA—IMP); GO:0034654(IDA—IDA); GO:0042981(IDA—IGI); GO:0045892(IDA—IMP); GO:0045934(IDA—IDA); GO:0051252(IDA—IGI); GO:0051253(IDA—IMP); GO:0060255(IDA—IDA); GO:0080090(IDA—IGI); GO:0090304(IDA—IMP); GO:0141187(IDA—IDA); GO:1902679(IDA—IGI); GO:2001141(IDA—IMP); GO:0006351(IDA—IDA); GO:0006355(IDA—IGI); GO:0009889(IDA—IMP); GO:0009890(IDA—IDA); GO:0009892(IDA—IMP); GO:0010467(IDA—IDA); GO:0010468(IDA—IMP); GO:0010556(IDA—IDA); GO:0010558(IDA—IMP); GO:0010605(IDA—IDA); GO:0016070(IDA—IMP); GO:0019219(IDA—IDA); GO:0032774(IDA—IMP); GO:0034654(IDA—IDA); GO:0042981(IDA—IMP); GO:0045892(IDA—IDA); GO:0045934(IDA—IMP); GO:0051252(IDA—IDA); GO:0051253(IDA—IMP); GO:0060255(IDA—IDA); GO:0080090(IDA—IMP); GO:0090304(IDA—IDA); GO:0141187(IDA—IGI); GO:1902679(IDA—IMP); GO:2001141(IDA—IDA); GO:0006351(IDA—IMP); GO:0006355(IDA—IDA); GO:0009889(IDA—IMP); GO:0009890(IDA—IDA); GO:0009892(IDA—IMP); GO:0010467(IDA—IDA); GO:0010468(IDA—IMP); GO:0010556(IDA—IDA); GO:0010558(IDA—IMP)
GCLC	CAMK1	common_go_term	GO:0006351(IDA—IMP); GO:0006355(IDA—IMP); GO:0009889(IDA—IMP); GO:0010467(IDA—IMP); GO:0010468(IDA—IMP); GO:0010556(IDA—IMP); GO:0016070(IDA—IMP); GO:0019219(IDA—IMP); GO:0032774(IDA—IMP); GO:0034654(IDA—IMP); GO:0051252(IDA—IMP); GO:0060255(IDA—IDA); GO:0080090(IDA—IMP); GO:0090304(IDA—IDA); GO:0141187(IDA—IMP); GO:2001141(IDA—IMP); GO:0006351(IDA—IMP); GO:0006355(IDA—IMP)
GCLC	GSTM1	common_go_term	GO:0019752(IDA—IDA); GO:0043436(IDA—IDA)
GCLC	NARS1	common_go_term	GO:0010467(IDA—IDA); GO:0016070(IDA—IDA); GO:0090304(IDA—IDA)
GCLC	CTSL	common_go_term	GO:0010467(IDA—IDA)
GCLC	AGAP2	common_go_term	GO:0009892(IDA—IDA); GO:0010605(IDA—IDA); GO:0042981(IDA—IGI); GO:0043066(IDA—IGI); GO:0043069(IDA—IGI); GO:0060255(IDA—IDA); GO:0080090(IDA—IDA)
GCLC	CYP27A1	common_go_term	GO:0019752(IDA—IDA); GO:0043436(IDA—IDA)
GCLC	IDH1	common_go_term	GO:0019752(IDA—IDA); GO:0043436(IDA—IDA); GO:0043648(IDA—IDA)
GCLC	ITGAV	common_go_term	GO:0009892(IDA—IMP); GO:0010605(IDA—IMP); GO:0042981(IDA—IMP); GO:0043066(IDA—IMP); GO:0043069(IDA—IMP); GO:0060255(IDA—IMP); GO:0080090(IDA—IMP)
GCLC	NAAA	common_go_term	GO:0019752(IDA—IDA); GO:0043436(IDA—IDA)
GCLC	SCARB2	common_go_term	GO:0080090(IDA—IMP)
GCLC	ACVRL1	common_go_term	GO:0006351(IDA—IDA); GO:0006355(IDA—IMP); GO:0009889(IDA—IDA); GO:0010467(IDA—IMP); GO:0010468(IDA—IDA); GO:0010556(IDA—IMP); GO:0016070(IDA—IDA); GO:0019219(IDA—IMP); GO:0032774(IDA—IDA); GO:0034654(IDA—IMP); GO:0051252(IDA—IDA); GO:0060255(IDA—IMP); GO:0080090(IDA—IDA); GO:0090304(IDA—IMP); GO:0141187(IDA—IDA); GO:2001141(IDA—IMP); GO:0006351(IDA—IDA); GO:0006355(IDA—IMP); GO:0009889(IDA—IDA); GO:0010467(IDA—IMP); GO:0010468(IDA—IDA); GO:0010556(IDA—IMP); GO:0016070(IDA—IDA); GO:0019219(IDA—IMP); GO:0032774(IDA—IDA); GO:0034654(IDA—IMP); GO:0051252(IDA—IDA); GO:0060255(IDA—IMP); GO:0080090(IDA—IDA); GO:0090304(IDA—IMP); GO:0141187(IDA—IDA); GO:2001141(IDA—IMP)
GCLC	NKD1	common_go_term	GO:0060255(IDA—IMP); GO:0080090(IDA—IMP)
GCLC	ZFHX3	common_go_term	GO:0006351(IDA—EXP); GO:0006355(IDA—IDA); GO:0009889(IDA—EXP); GO:0009890(IDA—IDA); GO:0009892(IDA—EXP); GO:0010467(IDA—IDA); GO:0010468(IDA—EXP); GO:0010556(IDA—IDA); GO:0010558(IDA—EXP); GO:0010605(IDA—IDA); GO:0016070(IDA—EXP); GO:0019219(IDA—IDA); GO:0032774(IDA—EXP); GO:0034654(IDA—IDA); GO:0045892(IDA—EXP); GO:0045934(IDA—IDA); GO:0051252(IDA—EXP); GO:0051253(IDA—IDA); GO:0060255(IDA—EXP); GO:0080090(IDA—IDA); GO:0090304(IDA—EXP); GO:0141187(IDA—IDA); GO:1902679(IDA—EXP); GO:2001141(IDA—IDA); GO:0006351(IDA—EXP); GO:0006355(IDA—IDA); GO:0009889(IDA—EXP); GO:0009890(IDA—IDA); GO:0009892(IDA—EXP); GO:0010467(IDA—IDA); GO:0010468(IDA—EXP); GO:0010556(IDA—IDA); GO:0010558(IDA—EXP); GO:0010605(IDA—IDA); GO:0016070(IDA—EXP); GO:0019219(IDA—IDA); GO:0032774(IDA—EXP); GO:0034654(IDA—IDA); GO:0045892(IDA—EXP); GO:0045934(IDA—IDA); GO:0051252(IDA—EXP); GO:0051253(IDA—IDA); GO:0060255(IDA—EXP); GO:0080090(IDA—IDA); GO:0090304(IDA—EXP); GO:0141187(IDA—IDA); GO:1902679(IDA—EXP); GO:2001141(IDA—IDA)
GCLC	IRF8	common_go_term	GO:0006351(IDA—IDA); GO:0006355(IDA—IDA); GO:0009889(IDA—IDA); GO:0009890(IDA—IDA); GO:0009892(IDA—IDA); GO:0010467(IDA—IDA); GO:0010468(IDA—IDA); GO:0010556(IDA—IDA); GO:0010558(IDA—IDA); GO:0010605(IDA—IDA); GO:0016070(IDA—IDA); GO:0019219(IDA—IDA); GO:0032774(IDA—IDA); GO:0034654(IDA—IDA); GO:0045892(IDA—IDA); GO:0045934(IDA—IDA); GO:0051252(IDA—IDA); GO:0051253(IDA—IDA); GO:0060255(IDA—IDA); GO:0080090(IDA—IDA); GO:0090304(IDA—IDA); GO:0141187(IDA—IDA); GO:1902679(IDA—IDA); GO:2001141(IDA—IDA)
GCLC	ERLIN2	common_go_term	GO:0009889(IDA—IDA); GO:0009890(IDA—IMP); GO:0009892(IDA—IMP); GO:0019752(IDA—IMP); GO:0043436(IDA—IMP); GO:0080090(IDA—IMP); GO:0009889(IDA—IDA); GO:0009890(IDA—IMP)
GCLC	GLUD1	common_go_term	GO:0006536(IDA—IDA); GO:0009064(IDA—IDA); GO:0019752(IDA—IDA); GO:0043436(IDA—IDA); GO:0043648(IDA—IDA); GO:0170033(IDA—IDA); GO:0170039(IDA—IDA); GO:1901605(IDA—IDA)
GCLC	FADS1	common_go_term	GO:0019752(IDA—IDA); GO:0043436(IDA—IDA)
GCLC	FER	common_go_term	GO:0006351(IDA—IMP); GO:0006355(IDA—IMP); GO:0009889(IDA—IMP); GO:0010467(IDA—IMP); GO:0010468(IDA—IMP); GO:0010556(IDA—IMP); GO:0016070(IDA—IMP); GO:0019219(IDA—IMP); GO:0032774(IDA—IMP); GO:0034654(IDA—IMP); GO:0051252(IDA—IMP); GO:0060255(IDA—IMP); GO:0080090(IDA—IMP); GO:0090304(IDA—IMP); GO:0141187(IDA—IMP); GO:2001141(IDA—IMP)
GCLC	PDE3B	common_go_term	GO:0009892(IDA—IMP); GO:0080090(IDA—IMP)
